"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1110313","Family Child Care","Mahaffy Chrissie & Mahaffy Jackson","2629 FREMONT AVE S","","","Minneapolis","MN","55408-1104","Hennepin","(612) 374-4368","Active","Chrissie  Mahaffy AND Jackson Porter Mahaffy","14 ","Residential Dwelling","No infants in care   No transporting of children under age eight.    This license supersedes the previously issued license that was set to expire in 2025.","Family Child Care","Hennepin County Human Services & Public Health Dept","10/01/2021","01/01/2026","12/31/2026","Yes","brauday@yahoo.com",
"1118813","Adult Day Care Services","Mercy Senior Center LLC","309 E LAKE ST","","","Minneapolis","MN","55408-0000","Hennepin","(507) 210-5734","Active","Mercy Senior Center LLC","50 ","Age: 55 and older","None","Adult Day Care Services","Minnesota Department of Human Services","10/03/2023","01/01/2026","12/31/2026","   ","mercy.seniorcenter@gmail.com",
"1068647","Home and Community Based Services - Community Residential Setting","Meridian - Calhoun","3440 Hennepin Avenue S","","","Minneapolis","MN","55408-3825","Hennepin","(612) 825-2876","Active","Meridian Services Inc","2  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1068630; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","04/01/2024","03/31/2026","No ","",
"1106263","Home and Community Based Services","Millineum Health Services","2614 NICOLLET AVE # 205","","","Minneapolis","MN","55408-1628","Hennepin","(612) 290-3890","Active","Millineum Health Services inc","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services  Integrated Community Supports : Integrated Community Supports    ","None","","Minnesota Department of Human Services","01/01/2021","05/20/2025","12/31/2025","   ","",
"1115501","Certified Child Care Center","Minneapolis Kids @ Green Central","3416 4th Ave S","","","Minneapolis","MN","55408-4526","Hennepin","(612) 688-3890","Active","Minneapolis Public School District 0001-03","0  ","Ages Served: Preschool;School Age","None","Services: Day Program","Minnesota Department of Human Services","11/08/2022","01/01/2025","12/31/2025","   ","",
"1089557","Certified Child Care Center","Minneapolis Kids @ Lyndale","312 W 34th St # 207","","","Minneapolis","MN","55408-4348","Hennepin","(612) 668-3890","Active","Minneapolis Public School District 0001-03","0  ","Ages Served: Preschool;School Age","None","Services: Day Program","Minnesota Department of Human Services","09/24/2018","01/01/2025","12/31/2025","   ","",
"1107579","Substance Use Disorder Treatment","Minnesota Adult & Teen Challenge","3111 1ST AVE S","","","Minneapolis","MN","55408-3136","Hennepin","(612) 373-3366","Active","Minnesota Adult & Teen Challenge","   ","Residential Treatment - Capacity: 45; serving ages16 and older; Gender: Female Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: High Intensity Residential; Medium Intensity Residential; Low Intensity Residential; Medical Services; Co-occurring Disorders; ","Minnesota Department of Human Services","07/09/2021","01/01/2026","12/31/2026","   ","",
"1111872","Home and Community Based Services","Minnesota Best Healthcare LLC","115 E LAKE ST # B01","","","Minneapolis","MN","55408-3115","Hennepin","(612) 354-7748","Active","Minnesota Best Healthcare LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","10/07/2022","01/01/2026","12/31/2026","   ","mnbesthealthcare@gmail.com",
"1076213","Child Care Center","Minnesota Child Care Center","312 W Lake St Ste 2935","","","Minneapolis","MN","55408     ","Hennepin","(612) 345-4185","Active","Minnesota Childcare Center Inc","102","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","03/23/2015","01/01/2026","12/31/2026","   ","",
"1103322","Home and Community Based Services","Minnesota Community of African People with Disabilities","3040 4TH AVE S STE 303","","","Minneapolis","MN","55408-2409","Hennepin","(612) 345-4786","Active","Minnesota Community of African People with Disabilities","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Specialist services; Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Day Services: Day support services  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","02/28/2020","01/01/2026","12/31/2026","   ","",
"1101180","Home and Community Based Services","Monay Healthcare Services","322 W LAKE ST STE 221","","","Minneapolis","MN","55408-5202","Hennepin","(612) 458-6886","Active","Rhoda  Salah AND Yasmin  Mohamed","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Specialist services; Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Residential Supports and Services: Family residential services  Day Services: Prevocational    ","None","","Minnesota Department of Human Services","08/26/2019","01/01/2025","12/31/2025","   ","",
"1088246","Home and Community Based Services","Mubarak Community Home Health Care LLC","2836 LYNDALE AVE S STE 160 UNIT C","","","Minneapolis","MN","55408-2162","Hennepin","(612) 205-4907","Active","Mubarak Community Home Health Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","09/22/2017","01/01/2026","12/31/2026","   ","",
"1082346","Child Care Center","New Horizon Academy","105 W Lake St","","","Minneapolis","MN","55408-3119","Hennepin","","Active","New Horizon Child Care Inc.","168","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","01/16/2017","01/01/2026","12/31/2026","   ","",
"1116161","Adult Day Care Services","Nicollet Adult Center Inc","2614 NICOLLET AVE STE 100","","","Minneapolis","MN","55408-1628","Hennepin","(612) 250-3371","Active","Nicollet Adult Center Inc","50 ","Age: 65 and older","None","Adult Day Care Services","Minnesota Department of Human Services","04/19/2023","01/01/2026","12/31/2026","   ","",
"1065874","Child Care Center","Nuna Childcare Center Inc","312 W Lake St Ste 2933","","","Minneapolis","MN","55408-4898","Hennepin","(612) 345-4060","Active","Nuna Childcare Center Inc","71 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/21/2013","01/01/2026","12/31/2026","   ","",
"1078775","Home and Community Based Services","Oday Home Care Inc","307 W LAKE ST","","","Minneapolis","MN","55408-3026","Hennepin","(612) 822-2297","Active","ODAY HOME CARE INC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","09/25/2015","01/01/2026","12/31/2026","   ","",
"1113992","Home and Community Based Services","Open Arm Home Health Care LLC","322 W LAKE ST STE 106","","","Minneapolis","MN","55408-1080","Hennepin","(612) 423-8610","Active","Open Arm Home Health Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports    ","None","","Minnesota Department of Human Services","07/31/2023","01/01/2026","12/31/2026","   ","",
"1115614","Home and Community Based Services","Open Arms Health Care LLC","307 E LAKE ST STE 204","","","Minneapolis","MN","55408-0000","Hennepin","(507) 210-5734","Active","Open Arms Health Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","06/26/2025","01/01/2026","12/31/2026","   ","",
"1090004","Home and Community Based Services - Community Residential Setting","Opportunity Partners Inc","3444 GIRARD AVE S","","","Minneapolis","MN","55408-3817","Hennepin","(612) 315-4451","Active","Opportunity Partners Inc","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1073209; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","09/06/2017","09/01/2024","08/31/2026","No ","",
"1069745","Home and Community Based Services - Community Residential Setting","Pathways to Community","3945 1st Ave S","","","Minneapolis","MN","55408-0000","Hennepin","(612) 436-0062","Active","Pathways to Community","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1069743; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","05/01/2025","04/30/2027","No ","",
"1112248","Child Caring-Placing Agency","Power of Story","110 E 31ST ST # 8377","","","Minneapolis","MN","55408-4785","Hennepin","(763) 807-4898","Active","Power of Story","   ","Foster Care Services","None","Child Caring-Placing Agency","Department of Children, Youth, and Families","04/01/2022","01/01/2026","12/31/2026","   ","",
"1030116","Substance Use Disorder Treatment","Pride Institute Inc","2101 Hennepin Ave Ste 202","","","Minneapolis","MN","55408     ","Hennepin","(612) 825-8714","Active","Pride Institute, Inc.","   "," Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: ","Minnesota Department of Human Services","09/07/2004","01/01/2026","12/31/2026","   ","",
"1113758","Home and Community Based Services","Prime Choice Homecare Services LLC","322 W LAKE ST STE 208","","","Minneapolis","MN","55408-5202","Hennepin","(612) 735-9009","Active","Prime Choice Homecare Services LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports    ","None","","Minnesota Department of Human Services","01/01/2025","01/01/2026","12/31/2026","   ","",
"1113530","Home and Community Based Services","Quincy Health Partners LLC","322 W LAKE ST STE 229","","","Minneapolis","MN","55408-5203","Hennepin","(612) 355-6535","Active","Quincy Health Partners","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","04/12/2023","01/01/2026","12/31/2026","   ","",
"1009318","Family Child Care","Redeemer Health Care Center dba Elim Children's Center Inc","625 W 31ST ST","","","Minneapolis","MN","55408-2922","Hennepin","(612) 827-2555","Active","Redeemer Health Care Center dba Elim Children's Center Inc","14 ","Employer-based Care","No transporting of children under age eight.    This program operates under the registered dba name Elim Children's Center Inc","Family Child Care","Hennepin County Human Services & Public Health Dept","01/02/2001","01/01/2026","12/31/2026","No ","",
"1100878","Adult Day Care Services","Salaama Adult Day Center LLC","2834 STEVENS AVE","","","Minneapolis","MN","55408-0000","Hennepin","(612) 559-0565","Active","Salaama Adult Day Center LLC","32 ","Age: 18 and older","None","Adult Day Care Services","Minnesota Department of Human Services","09/02/2020","01/01/2026","12/31/2026","   ","",
"1075419","Home and Community Based Services","SIFA CARE INC","2736 LYNDALE AVE S STE 212","","","Minneapolis","MN","55408-1309","Hennepin","(612) 870-1570","Active","SIFA CARE INC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","07/18/2014","01/01/2026","12/31/2026","   ","",
"1109731","Home and Community Based Services","Smart Therapy Center LLC","2614 NICOLLET AVE # 209","","","Minneapolis","MN","55408-1628","Hennepin","(612) 354-3995","Temp Immediate Suspension as of 10/17/2025","Smart Therapy Center LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment exploration services    ","None","","Minnesota Department of Human Services","10/01/2021","01/01/2025","12/31/2025","   ","",
"1109219","Home and Community Based Services","Spirited","322 W LAKE ST STE 210","","","Minneapolis","MN","55408-5202","Hennepin","(763) 234-8065","Active","Spirited Services","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","06/28/2021","01/01/2026","12/31/2026","   ","",
"1086290","Home and Community Based Services","Starcare Health Services LLC","2929 4TH AVE S STE 210","","","Minneapolis","MN","55408-2460","Hennepin","(612) 367-4434","Active","Abdisalan Abdelqadir Abdirahma","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Specialist services; Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training  Residential Supports and Services: Foster Care services or supported living services; Supported living services in a SLF; Residential services in an ICF/DD; Family residential services    ","None","","Minnesota Department of Human Services","05/22/2017","01/01/2026","12/31/2026","   ","",
"1115001","Home and Community Based Services","STRIDE HEALTH SERVICES INC","3040 LYNDALE AVE S STE 101","","","Minneapolis","MN","55408-2934","Hennepin","(952) 208-1577","Active","STRIDE HEALTH SERVICES INC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","03/17/2025","03/17/2025","12/31/2025","   ","",
"1096049","Adult Day Care Services","Sunshine Adult Day Care Inc","2612 1ST AVE S","","","Minneapolis","MN","55408-1601","Hennepin","(612) 695-0553","Active","Sunshine Adult Day Care Inc","97 ","Age: 18 and older","None","Adult Day Care Services","Minnesota Department of Human Services","04/04/2019","01/01/2026","12/31/2026","   ","",
"1119526","Adult Day Care Services","Taaj Daycare Center Inc","1 W LAKE ST STE 125","","","Minneapolis","MN","55408-4831","Hennepin","(612) 226-5846","Active","Taaj Daycare Center Inc","75 ","Age: 65 and older","Taaj Daycare Center Inc is not licensed to provide adult day services to participants on BI, CADI or DD waivers.","Adult Day Care Services","Minnesota Department of Human Services","11/15/2023","01/01/2026","12/31/2026","   ","",
"1065359","Child Care Center","Tayo Daycare Inc","312 W Lake St Ste 2931","","","Minneapolis","MN","55408-4898","Hennepin","(612) 825-1929","Active","TAYO Daycare, Inc","90 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","10/07/2013","01/01/2026","12/31/2026","   ","",
"1093364","Home and Community Based Services","Tender Home Care Service LLC","322 W Lake St Ste 225","","","Minneapolis","MN","55408-0000","Hennepin","(612) 545-5640","Active","TENDER HOME CARE SERVICE,LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment support services    ","None","","Minnesota Department of Human Services","04/12/2018","01/01/2026","12/31/2026","   ","",
"1126019","Family Child Care","Toins Lillian dba Career Scholars Learning Center","3115 GRAND AVE S APT 202","","","Minneapolis","MN","55408-3019","Hennepin","(612) 601-9904","Active","Lillian  Toins","10 ","Residential Dwelling","This program operates under the registered dba name Career Scholars Learning Center","Family Child Care","Hennepin County Human Services & Public Health Dept","08/21/2025","01/01/2026","12/31/2026","No ","lillian.careerscholarslc@yahoo.com",
"1114787","Home and Community Based Services","Truwell LLC","1516 W LAKE ST STE 224","","","Minneapolis","MN","55408-2502","Hennepin","(612) 234-1533","Active","Truwell LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","09/03/2024","01/01/2026","12/31/2026","   ","admin@truwellmn.com",
"1114923","Home and Community Based Services","Twins Home Health Care LLC","3040 4TH AVE S STE 202","","","Minneapolis","MN","55408-2409","Hennepin","(612) 232-9532","Active","Twins Home Health Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","11/13/2025","01/01/2026","12/31/2026","   ","",
"1121128","Child Care Center","Uptown Childcare Center LLC","2628 Nicollet Ave","","","Minneapolis","MN","55408     ","Hennepin","","Active","Uptown Childcare Center LLC","95 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","03/01/2024","01/01/2026","12/31/2026","   ","",
"1117693","Child Care Center","Uptown Childcare LLC","2815 Nicollet Ave","","","Minneapolis","MN","55408-2329","Hennepin","(612) 987-4012","Active","Uptown Childcare LLC","48 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/28/2023","01/01/2026","12/31/2026","   ","",
"1101596","Child Care Center","Urban Ventures Cornwell Early Learning Center","2924 4th Ave S","","","Minneapolis","MN","55408     ","Hennepin","(612) 545-9840","Active","Urban Ventures Leadership Foundation","97 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/07/2021","01/01/2026","12/31/2026","   ","",
"1093044","Adult Day Care Services","Whittier Senior Center Inc","2630 NICOLLET AVE","","","Minneapolis","MN","55408-0000","Hennepin","(612) 227-6718","Active","Whittier Senior Center Inc","29 ","Age: 18 and older","None","Adult Day Care Services","Minnesota Department of Human Services","08/06/2018","01/01/2026","12/31/2026","   ","",
"1077975","Child Care Center","Whittier Wildflowers Preschool","2608 Blaisdell Ave","","","Minneapolis","MN","55408     ","Hennepin","(612) 877-8992","Active","Whittier Wildflowers Preschool, Inc.","42 ","Ages Served: Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/01/2015","01/01/2026","12/31/2026","   ","",
"1111829","Home and Community Based Services","Xoosh LLC","2910 PILLSBURY AVE S # 464","","","Minneapolis","MN","55408-2297","Hennepin","(612) 229-1835","Active","Xoosh","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services  Integrated Community Supports : Integrated Community Supports    ","None","","Minnesota Department of Human Services","10/07/2022","01/01/2026","12/31/2026","   ","",
"1072584","Home and Community Based Services - Community Residential Setting","Yassins Home Inc","3507 Pleasant S","","","Minneapolis","MN","55408-0000","Hennepin","(612) 408-7838","Active","Yassins Home Inc","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1072581; and providing Community Residential Setting: Respite care services, out-of-home; Crisis respite, out-of-home; Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","09/01/2025","08/31/2027","No ","",
